season,posteam,run_location,run_gap,carries,yoe_per_carry,stuff_rate
2021,SEA,middle,guard,139,1.4124970478977275,0.10071942446043165
2021,SEA,right,end,28,-1.3856391821588787,0.35714285714285715
2021,SEA,right,guard,40,-0.10713512748479839,0.175
2021,SEA,right,tackle,46,0.995987270189369,0.13043478260869565
2021,SF,left,end,47,0.8455714621442434,0.2127659574468085
2021,SF,left,guard,43,-0.9370981163756792,0.16279069767441862
2021,SF,left,tackle,49,1.0544177220792186,0.14285714285714285
2021,SF,middle,guard,143,-0.4034350676970052,0.13286713286713286
2021,SF,right,end,56,-0.40400460788181924,0.26785714285714285
2021,SF,right,guard,38,-0.7034950028908876,0.15789473684210525
2021,SF,right,tackle,38,-0.4799490476909435,0.23684210526315788
2021,TB,left,end,30,0.6121705532073974,0.2
2021,TB,left,guard,47,-1.1371973410565799,0.2553191489361702
2021,TB,left,tackle,33,0.3791384046727964,0.12121212121212122
2021,TB,middle,guard,129,0.2081299798433171,0.11627906976744186
2021,TB,right,end,45,-0.1632543139987519,0.26666666666666666
2021,TB,right,guard,44,0.1109001582319088,0.06818181818181818
2021,TB,right,tackle,53,0.062491562568916734,0.1320754716981132
2021,TEN,left,end,58,0.9331904875821073,0.15517241379310345
2021,TEN,left,guard,65,0.5648554719411412,0.1076923076923077
2021,TEN,left,tackle,85,-0.6158674746751784,0.2235294117647059
